ue,C_AE,C_UE,C_BS_hist,lambda_UE,lambda_BS,ue_beams,bs_beams
94,24.72,21.95,"11.03,12.26,13.02,13.53,13.89,14.12,14.33,14.60,14.88,15.12,15.31,15.49,15.66,15.83,16.01,16.21,16.40,16.55,16.68,16.79,16.89,17.00,17.12,17.26,17.41,17.52,17.62,17.70,17.77,17.85,17.94,18.04,18.16,18.26,18.33,18.40,18.45,18.51,18.58,18.66,18.77,18.84,18.90,18.96,19.00,19.05,19.10,19.16,19.25,19.32,19.38,19.42,19.46,19.49,19.54,19.58,19.66,19.72,19.77,19.80,19.84,19.87,19.90,19.94","1.5254,1.4854,0.9893,0.0001","1.9903,1.8916,0.1180,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","15,7,15,15","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
95,22.20,19.91,"9.90,11.20,12.01,12.57,12.95,13.20,13.35,13.42,13.55,13.73,13.92,14.12,14.28,14.41,14.49,14.53,14.59,14.68,14.80,14.92,15.02,15.11,15.16,15.20,15.24,15.30,15.37,15.46,15.54,15.60,15.64,15.67,15.70,15.74,15.79,15.86,15.91,15.97,16.00,16.02,16.04,16.07,16.11,16.16,16.21,16.25,16.28,16.30,16.31,16.34,16.37,16.41,16.46,16.51,16.55,16.58,16.60,16.62,16.65,16.69,16.74,16.80,16.85,16.89","1.8602,1.6973,0.4422,0.0001","1.9277,1.0966,0.9756,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,8,0,8","0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,55,0,0,0,0,0,0,55,55,55,0,0,0,0,0,0,0,55,0,0,55,0,0,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,55,0,55,0,0,55,55,55,55,0"
96,27.09,24.50,"10.34,12.15,13.39,14.20,14.88,15.34,15.65,15.88,16.08,16.34,16.64,16.93,17.22,17.44,17.61,17.72,17.84,17.96,18.13,18.31,18.49,18.63,18.74,18.83,18.90,19.04,19.15,19.28,19.42,19.48,19.57,19.69,19.75,19.82,19.92,20.01,20.10,20.19,20.26,20.31,20.38,20.42,20.50,20.57,20.65,20.70,20.78,20.81,20.85,20.90,20.96,20.99,21.05,21.09,21.15,21.17,21.21,21.26,21.29,21.35,21.39,21.44,21.47,21.50","1.4033,1.3789,1.2175,0.0001","1.8115,1.4707,0.4417,0.2764,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,0,0,0","48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,48,48,48,48,48,48,48,48,48,48,48,48"
97,32.29,27.79,"9.11,12.18,13.53,14.45,15.16,15.60,15.92,16.16,16.42,16.75,17.07,17.38,17.67,17.92,18.11,18.25,18.40,18.58,18.76,18.94,19.12,19.29,19.42,19.52,19.62,19.74,19.86,19.98,20.11,20.23,20.33,20.41,20.49,20.56,20.65,20.74,20.84,20.94,21.02,21.09,21.13,21.19,21.24,21.31,21.39,21.48,21.55,21.62,21.64,21.65,21.69,21.75,21.82,21.90,21.97,22.04,22.05,22.07,22.11,22.17,22.23,22.32,22.43,22.49","1.3455,1.3417,1.3135,0.0001","1.4463,1.1601,1.0762,0.3174,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","15,5,5,5","48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48"
98,32.78,29.90,"10.72,11.94,13.16,14.07,14.64,15.16,15.56,15.86,16.10,16.38,16.67,16.94,17.20,17.43,17.62,17.77,17.90,18.06,18.24,18.41,18.58,18.72,18.85,18.96,19.04,19.14,19.27,19.39,19.50,19.61,19.70,19.78,19.84,19.92,20.01,20.10,20.18,20.26,20.34,20.39,20.41,20.46,20.53,20.60,20.69,20.73,20.78,20.81,20.85,20.89,20.95,21.00,21.06,21.11,21.14,21.17,21.19,21.23,21.28,21.33,21.37,21.41,21.43,21.45","1.4934,1.4931,1.0135,0.0001","1.6719,1.4824,0.8452,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,8,0,8","63,63,15,63,63,15,15,15,63,63,63,63,15,15,15,15,63,63,63,63,63,15,15,15,63,63,63,63,63,15,15,15,63,63,63,63,63,15,15,63,63,63,63,63,15,15,63,63,63,63,15,15,63,63,63,63,63,63,15,15,63,63,63,63"
106,65.14,48.93,"11.51,17.99,21.62,23.73,25.72,27.08,27.83,28.36,28.96,29.49,29.93,30.42,30.76,31.09,31.43,31.70,32.00,32.29,32.54,32.83,33.03,33.21,33.40,33.56,33.76,33.96,34.13,34.33,34.47,34.58,34.71,34.82,34.96,35.12,35.25,35.41,35.52,35.59,35.68,35.76,35.88,36.01,36.12,36.26,36.34,36.39,36.47,36.53,36.63,36.75,36.86,36.98,37.04,37.09,37.15,37.16,37.26,37.37,37.47,37.60,37.65,37.70,37.75,37.80","0.5484,0.5479,0.5478,0.5464","1.0146,1.0068,1.0049,0.9742,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,5,5","39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,33,39,39,39,39,39,39,39,39"
107,70.12,49.51,"10.23,15.67,19.51,21.76,23.14,23.92,24.41,24.78,25.50,26.03,26.61,27.13,27.48,27.79,28.08,28.31,28.73,29.01,29.37,29.66,29.86,30.02,30.20,30.35,30.63,30.83,31.08,31.27,31.40,31.51,31.62,31.73,31.95,32.11,32.29,32.43,32.52,32.60,32.67,32.76,32.93,33.06,33.20,33.32,33.40,33.45,33.50,33.58,33.71,33.83,33.93,34.04,34.10,34.15,34.19,34.26,34.37,34.47,34.56,34.65,34.70,34.74,34.74,34.81","0.5195,0.5191,0.5190,0.5181","1.0117,1.0049,0.9951,0.9883,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","13,4,4,13","32,38,32,38,32,32,32,32,32,38,38,38,32,32,32,32,32,38,38,38,32,32,32,32,32,38,38,38,32,32,32,32,32,38,38,38,32,32,32,32,32,38,38,32,32,32,32,32,32,38,38,32,32,32,32,32,32,38,38,32,32,32,7,32"
108,70.06,50.92,"11.58,18.23,22.36,24.62,26.48,27.31,27.69,28.02,28.74,29.03,29.38,29.77,30.20,30.57,30.95,31.34,31.74,31.93,32.11,32.37,32.56,32.85,33.09,33.33,33.60,33.75,33.87,34.06,34.20,34.39,34.57,34.75,34.94,35.06,35.16,35.31,35.41,35.55,35.69,35.83,35.97,36.08,36.17,36.29,36.37,36.49,36.60,36.72,36.84,36.93,37.01,37.12,37.18,37.29,37.38,37.48,37.58,37.67,37.74,37.83,37.89,37.98,38.06,38.16","0.4888,0.4886,0.4884,0.4879","1.0176,1.0127,0.9864,0.9839,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","9,9,9,9","31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31"
109,67.94,49.15,"10.20,15.74,19.95,22.13,22.91,23.42,23.79,24.56,25.23,25.92,26.24,26.65,27.09,27.35,27.76,27.98,28.29,28.65,28.84,29.10,29.24,29.43,29.68,29.80,29.99,30.26,30.37,30.53,30.79,30.93,31.08,31.14,31.30,31.38,31.48,31.65,31.84,31.93,32.04,32.08,32.20,32.34,32.42,32.49,32.65,32.72,32.80,32.81,32.92,33.04,33.11,33.19,33.32,33.40,33.46,33.49,33.57,33.67,33.72,33.81,33.92,33.99,34.06,34.12","0.5035,0.5034,0.5029,0.5029","1.0146,1.0000,0.9974,0.9874,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","13,4,13,13","38,0,38,0,38,38,0,0,38,0,38,0,38,38,0,0,38,0,38,0,32,38,0,0,38,0,0,0,38,38,0,0,38,38,0,0,38,38,0,0,38,0,0,38,38,0,0,0,38,0,0,38,38,0,0,0,38,0,0,38,38,0,0,0"
112,34.71,30.57,"9.58,10.50,11.58,12.40,13.08,13.63,14.11,14.53,14.89,15.14,15.32,15.48,15.65,15.85,16.07,16.32,16.54,16.70,16.81,16.91,17.02,17.14,17.27,17.45,17.60,17.72,17.82,17.89,17.97,18.05,18.14,18.28,18.41,18.51,18.57,18.63,18.70,18.76,18.83,18.93,19.05,19.13,19.17,19.24,19.29,19.34,19.39,19.48,19.59,19.66,19.71,19.76,19.80,19.84,19.90,19.96,20.07,20.11,20.15,20.22,20.23,20.27,20.32,20.37","0.8554,0.8448,0.7993,0.7833","1.2871,1.1230,0.9605,0.6299,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,5,12","32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,16,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,16,16,32,16,32,16,32,16,32,16,32,32,32,32,16,32,16,32,32,16,16,32,32,16,16,32,32,32"
113,74.74,53.63,"10.33,17.49,22.36,25.21,26.28,27.13,27.82,28.59,29.20,29.70,30.20,30.89,31.27,31.68,32.06,32.52,32.80,33.04,33.28,33.58,33.77,33.98,34.18,34.45,34.56,34.67,34.80,34.96,35.05,35.14,35.28,35.44,35.54,35.64,35.74,35.88,35.97,36.05,36.19,36.32,36.40,36.50,36.61,36.75,36.86,36.92,37.04,37.11,37.18,37.24,37.30,37.40,37.49,37.56,37.66,37.71,37.78,37.85,37.91,38.02,38.13,38.23,38.31,38.36","0.5777,0.5776,0.5775,0.5772","1.0058,1.0000,0.9966,0.9965,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,8,8,0","7,7,7,25,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,7,7,5,7,7,5,5,5,7,7,5,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7"
132,28.24,24.77,"10.78,12.44,13.90,14.79,15.38,15.84,16.17,16.37,16.56,16.82,17.13,17.45,17.71,17.93,18.09,18.19,18.31,18.46,18.64,18.80,18.97,19.11,19.22,19.29,19.41,19.51,19.64,19.77,19.89,19.97,20.06,20.09,20.14,20.23,20.32,20.42,20.52,20.60,20.67,20.70,20.72,20.78,20.81,20.91,20.99,21.05,21.13,21.15,21.17,21.19,21.25,21.30,21.37,21.42,21.46,21.52,21.59,21.63,21.67,21.71,21.76,21.81,21.84,21.87","1.1874,1.1757,0.9797,0.4464","1.3916,1.2442,0.7861,0.5781,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","12,4,12,4","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
133,26.04,21.91,"10.10,11.49,12.42,13.09,13.57,13.90,14.11,14.25,14.41,14.61,14.81,15.02,15.21,15.38,15.52,15.65,15.82,15.96,16.10,16.23,16.36,16.49,16.61,16.73,16.85,16.95,17.06,17.17,17.30,17.42,17.54,17.66,17.75,17.84,17.95,18.06,18.17,18.28,18.40,18.52,18.60,18.67,18.75,18.85,18.95,19.05,19.16,19.27,19.34,19.40,19.47,19.55,19.64,19.72,19.81,19.91,19.98,20.03,20.10,20.17,20.25,20.32,20.41,20.51","1.2901,1.2275,1.1796,0.3018","1.5762,1.4443,0.9790,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","3,11,3,3","7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7"
134,24.85,21.19,"10.64,11.90,12.66,13.17,13.53,13.76,13.90,13.98,14.14,14.34,14.55,14.75,14.92,15.04,15.12,15.17,15.26,15.39,15.53,15.67,15.80,15.89,15.97,16.03,16.12,16.25,16.39,16.53,16.64,16.73,16.80,16.86,16.94,17.06,17.19,17.33,17.44,17.53,17.60,17.65,17.72,17.83,17.95,18.07,18.18,18.26,18.33,18.37,18.44,18.53,18.63,18.73,18.83,18.91,18.97,19.01,19.07,19.14,19.22,19.31,19.39,19.47,19.51,19.57","1.4307,1.3753,1.1268,0.0669","1.7734,1.6260,0.6001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","3,11,3,3","7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7"
135,30.76,27.01,"11.33,12.58,13.33,13.85,14.20,14.45,14.68,14.86,15.14,15.38,15.58,15.79,16.02,16.24,16.45,16.61,16.79,16.92,17.03,17.15,17.31,17.49,17.66,17.82,17.94,18.02,18.11,18.21,18.33,18.48,18.64,18.78,18.86,18.92,18.98,19.07,19.18,19.30,19.44,19.57,19.62,19.66,19.70,19.77,19.87,19.98,20.10,20.21,20.25,20.30,20.35,20.41,20.49,20.58,20.68,20.78,20.83,20.88,20.93,20.98,21.04,21.12,21.21,21.29","1.0235,1.0069,0.9854,0.6488","1.2265,1.0264,0.9414,0.8057,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,8,0,8","63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,57,57,63,63,63,63,63,57,57,57,63,63,63,63,63,57,57,57,57,63,63,63,63"
136,28.56,23.73,"8.98,10.74,11.92,12.67,13.27,13.65,13.90,14.09,14.30,14.60,14.91,15.22,15.49,15.71,15.87,16.00,16.12,16.28,16.47,16.66,16.83,16.98,17.10,17.19,17.27,17.39,17.52,17.65,17.78,17.89,17.98,18.05,18.11,18.19,18.29,18.39,18.49,18.58,18.65,18.71,18.75,18.81,18.89,18.96,19.04,19.11,19.17,19.21,19.24,19.29,19.35,19.41,19.47,19.52,19.57,19.61,19.63,19.68,19.72,19.77,19.81,19.86,19.91,19.96","1.3692,1.3545,1.2774,0.0001","1.5156,1.0215,0.9458,0.5171,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","15,1,1,1","48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48"
137,25.18,22.33,"10.44,11.76,12.70,13.38,13.82,14.08,14.36,14.68,14.87,15.05,15.27,15.50,15.70,15.89,16.10,16.29,16.44,16.55,16.69,16.84,16.97,17.09,17.20,17.31,17.45,17.56,17.66,17.78,17.89,17.96,18.02,18.08,18.23,18.34,18.43,18.52,18.61,18.67,18.71,18.74,18.89,19.00,19.08,19.15,19.23,19.28,19.31,19.34,19.46,19.57,19.63,19.69,19.76,19.81,19.84,19.87,19.97,20.05,20.10,20.15,20.20,20.26,20.29,20.33","1.5655,1.5351,0.8988,0.0001","1.5264,1.1895,1.0488,0.2351,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","15,4,15,4","63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63"
138,34.75,30.34,"9.95,13.92,15.93,16.97,17.59,18.23,18.76,19.15,19.43,19.72,20.05,20.36,20.63,20.87,21.08,21.27,21.42,21.57,21.75,21.94,22.12,22.25,22.38,22.51,22.61,22.71,22.84,22.98,23.12,23.23,23.31,23.40,23.48,23.56,23.65,23.76,23.86,23.94,24.01,24.07,24.14,24.20,24.27,24.35,24.42,24.49,24.54,24.59,24.65,24.70,24.76,24.82,24.88,24.93,24.97,25.01,25.05,25.10,25.14,25.19,25.25,25.28,25.32,25.35","1.3790,1.3780,1.2428,0.0001","1.5410,1.2988,0.8701,0.2895,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,8,0,8","56,8,56,56,56,8,8,8,8,56,56,56,56,8,8,8,8,56,56,56,56,8,8,8,8,8,56,56,56,56,8,8,8,8,56,56,56,56,8,8,8,8,56,56,56,56,8,8,8,8,56,56,56,56,8,8,8,8,8,56,56,56,8,8"
