ue,stage,C_TRX_UE,C_TRX_BS,C_TRX,C_Layer_no_power,C_Layer,C_ABM_hist,lambda_bs_beam,lambda_ue_beam,ue_beams,bs_pattern,bs_layer_pattern,bs_beams_abm
1368,PowerOpt,37.66,30.65,30.65,,,,"194.08,34.76,10.63,4.81,3.23,2.93,1.25,1.05,0.64,0.60,0.53,0.30,0.25,0.16,0.16,0.14,0.13,0.09,0.06,0.04,0.03,0.02,0.02,0.01","2.93,0.06,0.00","4,9,0",0,,
1368,Stage3,37.66,30.65,30.65,27.71,,,,,"4,9,0",0,"16,33,16,33,16",
1368,Stage3_PowerOpt,37.66,30.65,30.65,,27.71,,"49.68,8.43,2.53,1.13,0.75,0.66,0.28,0.14,0.13,0.08,0.04,0.03,0.03,0.02,0.02,0.01,0.01","2.94,0.05,0.00","4,9,0",0,"16,33,16,33,16",
1368,Stage4,37.66,30.65,30.65,,27.71,6.80;13.24;14.61;15.89;16.68;17.52;18.26;18.89;19.43;19.89;20.22;20.53;20.83;21.15;21.47;21.85;22.14;22.36;22.56;22.72;22.90;23.08;23.28;23.48;23.69;23.84;23.96;24.10;24.25;24.37;24.51;24.68;24.86;24.97;25.07;25.18;25.29;25.40;25.52;25.63;25.78;25.87;25.94;26.03;26.13;26.21;26.29;26.43,,,"4,9,0",0,"16,33,16,33,16","16,33,16,33,33,16,33,16,33,16,16,16,16,33,16,33,33,16,33,16,33,16,33,33,33,33,16,33,16,33,16,33,16,33,33,16,16,16,33,33,16,33,16,33,16,33,33,16"
1369,Stage1,33.66,,,,,,,,4,,,
1369,Stage2,33.66,16.28,,,,,,,4,4,,
1369,PowerOpt,33.66,16.28,16.28,,,,"211.96,40.91,2.08,0.54,0.16,0.12,0.06,0.05,0.03",1.00,4,4,,
1369,Stage3,33.66,16.28,16.28,16.22,,,,,4,4,33,
1369,Stage3_PowerOpt,33.66,16.28,16.28,,16.22,,"53.14,10.15,0.52,0.13,0.04",1.00,4,4,33,
1369,Stage4,33.66,16.28,16.28,,16.22,8.01;10.70;11.41;11.93;12.34;12.68;12.97;13.21;13.40;13.54;13.66;13.77;13.87;13.98;14.09;14.21;14.31;14.39;14.45;14.52;14.58;14.65;14.72;14.79;14.86;14.91;14.96;15.00;15.05;15.10;15.15;15.21;15.26;15.30;15.33;15.37;15.40;15.44,,,4,4,33,"33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33"
1370,Stage1,33.79,,,,,,,,4,,,
1370,Stage2,33.79,16.46,,,,,,,4,4,,
1370,PowerOpt,33.79,16.46,16.46,,,,"186.21,54.29,7.31,4.94,1.81,0.63,0.30,0.26,0.19,0.01",1.00,4,4,,
1370,Stage3,33.79,16.46,16.46,16.43,,,,,4,4,33,
1370,Stage3_PowerOpt,33.79,16.46,16.46,,16.43,,"46.69,13.48,1.83,1.21,0.44,0.16,0.08,0.06,0.05",1.00,4,4,33,
1370,Stage4,33.79,16.46,16.46,,16.43,8.01;10.89;11.66;12.20;12.61;12.94;13.20;13.43;13.61;13.75;13.88;14.00;14.11;14.22;14.32;14.43;14.52;14.60;14.68;14.74;14.81;14.88;14.94;15.01;15.08;15.13;15.18;15.23;15.28;15.33;15.38;15.43;15.48;15.52;15.56;15.60;15.63,,,4,4,33,"33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33"
1371,Stage1,29.09,,,,,,,,0,,,
1371,Stage2,29.09,16.84,,,,,,,0,0,,
1371,PowerOpt,29.09,16.84,16.84,,,,"184.51,51.87,10.60,6.31,1.33,0.63,0.35,0.21,0.06,0.04,0.03,0.01",1.00,0,0,,
1371,Stage3,29.09,16.84,16.84,16.64,,,,,0,0,8,
1371,Stage3_PowerOpt,29.09,16.84,16.84,,16.64,,"46.29,12.93,2.64,1.57,0.33,0.16,0.05",1.00,0,0,8,
1371,Stage4,29.09,16.84,16.84,,16.64,7.90;10.92;11.68;12.24;12.68;13.04;13.34;13.60;13.78;13.92;14.04;14.15;14.26;14.37;14.48;14.60;14.70;14.78;14.84;14.91;14.97;15.04;15.11;15.19;15.25;15.31;15.36;15.40;15.45;15.50;15.55;15.61;15.66;15.70;15.74;15.77;15.81,,,0,0,8,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8"
1372,Stage1,27.76,,,,,,,,4,,,
1372,Stage2,27.76,16.32,,,,,,,4,4,,
1372,PowerOpt,27.76,16.32,16.32,,,,"209.92,43.39,2.05,0.43,0.09,0.06,0.01",1.00,4,4,,
1372,Stage3,27.76,16.32,16.32,16.34,,,,,4,4,33,
1372,Stage3_PowerOpt,27.76,16.32,16.32,,16.34,,"52.57,10.76,0.51,0.11,0.02,0.01",1.00,4,4,33,
1372,Stage4,27.76,16.32,16.32,,16.34,7.97;10.76;11.48;12.00;12.42;12.77;13.07;13.32;13.51;13.65;13.77;13.87;13.98;14.09;14.21;14.33;14.42;14.50;14.57;14.63;14.69;14.76;14.83;14.91;14.98;15.03;15.08;15.12;15.17;15.22;15.27;15.33;15.38;15.42;15.46;15.49;15.53;15.56,,,4,4,33,"33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33"
1373,Stage1,26.53,,,,,,,,4,,,
1373,Stage2,26.53,16.23,,,,,,,4,4,,
1373,PowerOpt,26.53,16.23,16.23,,,,"220.10,31.18,4.28,0.28,0.08,0.03",1.00,4,4,,
1373,Stage3,26.53,16.23,16.23,16.27,,,,,4,4,33,
1373,Stage3_PowerOpt,26.53,16.23,16.23,,16.27,,"55.03,7.81,1.06,0.07,0.02",1.00,4,4,33,
1373,Stage4,26.53,16.23,16.23,,16.27,8.06;10.66;11.40;11.94;12.37;12.72;13.01;13.26;13.45;13.58;13.70;13.81;13.92;14.03;14.15;14.26;14.36;14.43;14.50;14.56;14.63;14.70;14.77;14.85;14.91;14.96;15.01;15.05;15.10;15.15;15.21;15.26;15.31;15.35;15.39;15.42;15.46,,,4,4,33,"33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33"
1374,Stage1,42.46,,,,,,,,0,,,
1374,Stage2,42.46,16.41,,,,,,,0,0,,
1374,PowerOpt,42.46,16.41,16.41,,,,"220.01,29.73,2.85,1.31,0.64,0.35,0.30,0.23,0.13,0.11,0.08,0.07,0.04,0.03,0.03,0.02",1.00,0,0,,
1374,Stage3,42.46,16.41,16.41,16.40,,,,,0,0,32,
1374,Stage3_PowerOpt,42.46,16.41,16.41,,16.40,,"55.08,7.44,0.71,0.27,0.16,0.09,0.07,0.05,0.03,0.02,0.02,0.02",1.00,0,0,32,
1374,Stage4,42.46,16.41,16.41,,16.40,7.92;10.88;11.61;12.13;12.53;12.86;13.15;13.39;13.58;13.72;13.84;13.95;14.06;14.17;14.28;14.39;14.49;14.57;14.64;14.71;14.77;14.84;14.91;14.98;15.05;15.10;15.15;15.20;15.24;15.29;15.34;15.40;15.45;15.49;15.53;15.56;15.60,,,0,0,32,"32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32"
1375,Stage1,42.80,,,,,,,,"0,13,4",,,
1375,Stage2,42.80,32.44,,,,,,,"0,13,4",0,,
1375,PowerOpt,42.80,32.44,32.44,,,,"220.76,29.35,3.04,0.60,0.58,0.30,0.24,0.23,0.14,0.12,0.11,0.09,0.08,0.08,0.06,0.04,0.03,0.03,0.02,0.02,0.01,0.01","2.96,0.03,0.01","0,13,4",0,,
1375,Stage3,42.80,32.44,32.44,32.17,,,,,"0,13,4",0,32,
1375,Stage3_PowerOpt,42.80,32.44,32.44,,32.17,,"55.25,7.34,0.76,0.15,0.12,0.07,0.06,0.05,0.03,0.03,0.03,0.02,0.02,0.01,0.01","2.96,0.03,0.01","0,13,4",0,32,
1375,Stage4,42.80,32.44,32.44,,32.17,10.17;13.55;16.38;18.43;19.88;21.06;21.99;22.73;23.30;23.75;24.18;24.55;24.89;25.24;25.59;25.93;26.23;26.47;26.70;26.92;27.12;27.32;27.54;27.76;27.95;28.12;28.28;28.43;28.57;28.72;28.88;29.04;29.18;29.31;29.43;29.55;29.66;29.78;29.90;30.04;30.15;30.26;30.36;30.46;30.55;30.65,,,"0,13,4",0,32,"32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32"
1376,Stage1,40.21,,,,,,,,0,,,
1376,Stage2,40.21,16.15,,,,,,,0,4,,
1376,PowerOpt,40.21,16.15,16.15,,,,"214.10,34.10,5.77,1.25,0.34,0.19,0.08,0.07,0.03,0.01",1.00,0,4,,
1376,Stage3,40.21,16.15,16.15,16.18,,,,,0,4,33,
1376,Stage3_PowerOpt,40.21,16.15,16.15,,16.18,,"53.58,8.50,1.46,0.30,0.08,0.04,0.02",1.00,0,4,33,
1376,Stage4,40.21,16.15,16.15,,16.18,8.06;10.68;11.40;11.92;12.33;12.66;12.94;13.18;13.36;13.51;13.63;13.74;13.85;13.95;14.06;14.17;14.27;14.35;14.42;14.49;14.55;14.62;14.68;14.76;14.82;14.88;14.93;14.97;15.02;15.07;15.12;15.17;15.22;15.27;15.30;15.34;15.37,,,0,4,33,"33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33"
1377,Stage1,46.23,,,,,,,,4,,,
1377,Stage2,46.23,16.59,,,,,,,4,4,,
1377,PowerOpt,46.23,16.59,16.59,,,,"101.12,96.53,24.16,22.37,7.25,2.75,0.87,0.34,0.31,0.10,0.06,0.03,0.02,0.02,0.01",1.00,4,4,,
1377,Stage3,46.23,16.59,16.59,15.74,,,,,4,4,"49,33,49,33,49",
1377,Stage3_PowerOpt,46.23,16.59,16.59,,15.74,,"30.55,18.84,6.80,4.62,2.20,0.51,0.26,0.09,0.06,0.03,0.01",1.00,4,4,"49,33,49,33,49",
1377,Stage4,46.23,16.59,16.59,,15.74,8.17;10.53;11.17;11.62;11.99;12.27;12.52;12.73;12.90;13.05;13.18;13.31;13.42;13.53;13.63;13.73;13.82;13.90;13.98;14.05;14.12;14.19;14.25;14.32;14.38;14.44;14.49;14.54;14.59;14.64;14.68;14.73;14.78;14.82;14.86;14.90;14.94;14.98,,,4,4,"49,33,49,33,49","49,33,49,33,49,49,33,49,33,49,33,49,33,49,33,49,49,33,49,49,33,49,49,33,49,33,49,49,33,49,49,33,33,49,33,49,49,33"
1378,Stage1,37.51,,,,,,,,4,,,
1378,Stage2,37.51,16.65,,,,,,,4,5,,
1378,PowerOpt,37.51,16.65,16.65,,,,"135.01,47.41,43.25,10.74,7.30,3.79,2.85,1.90,1.25,1.05,0.57,0.31,0.12,0.11,0.10,0.08,0.05,0.02,0.02,0.01,0.01,0.01",1.00,4,5,,
1378,Stage3,37.51,16.65,16.65,16.66,,,,,4,5,49,
1378,Stage3_PowerOpt,37.51,16.65,16.65,,16.66,,"32.65,13.08,11.00,2.96,1.77,1.05,0.70,0.32,0.28,0.09,0.03,0.02,0.02",1.00,4,5,49,
1378,Stage4,37.51,16.65,16.65,,16.66,8.02;10.83;11.59;12.14;12.57;12.92;13.22;13.47;13.70;13.87;14.01;14.14;14.26;14.38;14.49;14.59;14.70;14.79;14.87;14.95;15.02;15.09;15.15;15.22;15.28;15.34;15.39;15.44;15.49;15.54;15.59;15.64;15.69;15.73;15.77;15.81;15.85,,,4,5,49,"49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49"
1379,Stage1,33.95,,,,,,,,"0,5",,,
1379,Stage2,33.95,23.09,,,,,,,"0,5",4,,
1379,PowerOpt,33.95,23.09,23.09,,,,"209.91,36.32,4.67,1.64,1.29,1.25,0.36,0.14,0.13,0.09,0.08,0.02,0.02","1.99,0.01","0,5",4,,
1379,Stage3,33.95,23.09,23.09,21.91,,,,,"0,5",4,"24,57,24,24,57",
1379,Stage3_PowerOpt,33.95,23.09,23.09,,21.91,,"53.40,9.09,0.54,0.35,0.34,0.18,0.03,0.02,0.02,0.01","2.00,0.00","0,5",4,"24,57,24,24,57",
1379,Stage4,33.95,23.09,23.09,,21.91,6.73;11.52;12.71;13.65;14.29;14.95;15.51;15.96;16.39;16.66;16.89;17.07;17.29;17.48;17.70;17.91;18.12;18.28;18.42;18.55;18.67;18.80;18.93;19.06;19.21;19.32;19.43;19.52;19.61;19.70;19.80;19.90;20.01;20.10;20.18;20.25;20.33;20.40;20.47;20.57;20.64;20.72;20.79;20.85,,,"0,5",4,"24,57,24,24,57","24,24,57,24,24,57,24,24,57,24,24,57,57,24,57,24,24,57,24,24,57,57,24,24,24,57,24,24,57,24,57,24,24,57,24,24,24,24,57,24,24,57,57,57"
1380,Stage1,40.80,,,,,,,,4,,,
1380,Stage2,40.80,16.33,,,,,,,4,4,,
1380,PowerOpt,40.80,16.33,16.33,,,,"183.65,45.73,16.83,5.77,2.86,0.73,0.09,0.08,0.07,0.05,0.03,0.03,0.01,0.01",1.00,4,4,,
1380,Stage3,40.80,16.33,16.33,16.09,,,,,4,4,"32,32,32,32,33",
1380,Stage3_PowerOpt,40.80,16.33,16.33,,16.09,,"50.07,12.78,0.83,0.20,0.06,0.02,0.02",1.00,4,4,"32,32,32,32,33",
1380,Stage4,40.80,16.33,16.33,,16.09,8.14;10.57;11.29;11.81;12.22;12.55;12.84;13.08;13.28;13.42;13.54;13.65;13.75;13.86;13.97;14.08;14.18;14.27;14.33;14.40;14.46;14.52;14.59;14.67;14.74;14.79;14.84;14.88;14.93;14.98;15.03;15.08;15.14;15.18;15.21;15.25;15.28,,,4,4,"32,32,32,32,33","33,33,33,32,32,33,32,33,32,33,32,32,33,33,33,32,32,32,32,32,33,32,33,32,32,32,33,33,33,33,32,32,32,33,33,32,32"
1381,Stage1,31.48,,,,,,,,"4,0",,,
1381,Stage2,31.48,22.59,,,,,,,"4,0",0,,
1381,PowerOpt,31.48,22.59,22.59,,,,"179.92,70.40,5.36,0.18,0.06,0.03","2.00,0.00","4,0",0,,
1381,Stage3,31.48,22.59,22.59,22.57,,,,,"4,0",0,32,
1381,Stage3_PowerOpt,31.48,22.59,22.59,,22.57,,"44.98,17.61,1.34,0.04,0.01","2.00,0.00","4,0",0,32,
1381,Stage4,31.48,22.59,22.59,,22.57,6.40;11.79;12.91;13.89;14.74;15.47;16.11;16.68;17.06;17.29;17.49;17.67;17.86;18.06;18.29;18.55;18.76;18.90;19.02;19.13;19.24;19.36;19.50;19.68;19.82;19.92;20.00;20.08;20.17;20.25;20.36;20.49;20.60;20.68;20.75;20.81;20.88;20.95;21.03;21.14;21.23;21.29;21.35;21.40;21.46,,,"4,0",0,32,"32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32"
1382,Stage1,28.48,,,,,,,,0,,,
1382,Stage2,28.48,16.60,,,,,,,0,0,,
1382,PowerOpt,28.48,16.60,16.60,,,,"192.88,51.98,8.70,1.98,0.29,0.11",1.00,0,0,,
1382,Stage3,28.48,16.60,16.60,16.52,,,,,0,0,24,
1382,Stage3_PowerOpt,28.48,16.60,16.60,,16.52,,"48.24,12.99,2.17,0.49,0.07,0.03",1.00,0,0,24,
1382,Stage4,28.48,16.60,16.60,,16.52,7.94;10.91;11.68;12.22;12.65;12.99;13.27;13.51;13.70;13.84;13.96;14.07;14.18;14.29;14.40;14.51;14.61;14.69;14.76;14.82;14.89;14.95;15.02;15.09;15.16;15.22;15.27;15.31;15.36;15.41;15.46;15.51;15.56;15.60;15.64;15.68;15.72,,,0,0,24,"24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24"
1383,Stage1,35.49,,,,,,,,4,,,
1383,Stage2,35.49,16.13,,,,,,,4,0,,
1383,PowerOpt,35.49,16.13,16.13,,,,"200.54,52.07,2.22,0.82,0.17,0.05,0.04,0.02",1.00,4,0,,
1383,Stage3,35.49,16.13,16.13,16.12,,,,,4,0,32,
1383,Stage3_PowerOpt,35.49,16.13,16.13,,16.12,,"50.23,13.04,0.55,0.12,0.02,0.01",1.00,4,0,32,
1383,Stage4,35.49,16.13,16.13,,16.12,8.07;10.65;11.35;11.86;12.26;12.59;12.88;13.13;13.32;13.47;13.58;13.69;13.79;13.90;14.01;14.12;14.23;14.31;14.38;14.44;14.50;14.56;14.63;14.71;14.78;14.83;14.88;14.92;14.97;15.01;15.07;15.12;15.18;15.22;15.25;15.29;15.32,,,4,0,32,"32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32"
1384,Stage1,30.53,,,,,,,,0,,,
1384,Stage2,30.53,16.28,,,,,,,0,0,,
1384,PowerOpt,30.53,16.28,16.28,,,,"227.88,23.28,3.11,1.06,0.35,0.16,0.07,0.03",1.00,0,0,,
1384,Stage3,30.53,16.28,16.28,16.16,,,,,0,0,24,
1384,Stage3_PowerOpt,30.53,16.28,16.28,,16.16,,"57.02,5.84,0.77,0.27,0.04,0.04",1.00,0,0,24,
1384,Stage4,30.53,16.28,16.28,,16.16,7.98;10.67;11.36;11.86;12.25;12.58;12.87;13.12;13.32;13.47;13.59;13.69;13.79;13.90;14.01;14.12;14.23;14.31;14.38;14.44;14.51;14.57;14.64;14.71;14.78;14.84;14.89;14.94;14.98;15.03;15.07;15.13;15.18;15.23;15.27;15.31;15.34;15.38,,,0,0,24,"24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24"
1385,Stage1,24.88,,,,,,,,0,,,
1385,Stage2,24.88,16.32,,,,,,,0,0,,
1385,PowerOpt,24.88,16.32,16.32,,,,"224.61,28.49,1.69,1.01,0.13,0.02",1.00,0,0,,
1385,Stage3,24.88,16.32,16.32,16.24,,,,,0,0,24,
1385,Stage3_PowerOpt,24.88,16.32,16.32,,16.24,,"56.16,7.12,0.42,0.25,0.03",1.00,0,0,24,
1385,Stage4,24.88,16.32,16.32,,16.24,8.04;10.65;11.38;11.90;12.32;12.67;12.97;13.23;13.41;13.55;13.67;13.78;13.88;13.99;14.11;14.22;14.32;14.40;14.47;14.54;14.60;14.66;14.73;14.81;14.88;14.93;14.98;15.03;15.07;15.12;15.17;15.23;15.28;15.32;15.36;15.39;15.43,,,0,0,24,"24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24"
1386,Stage1,39.19,,,,,,,,4,,,
1386,Stage2,39.19,16.14,,,,,,,4,0,,
1386,PowerOpt,39.19,16.14,16.14,,,,"225.79,26.45,3.02,0.26,0.15,0.09,0.05,0.04,0.03,0.02,0.01,0.01,0.01,0.01",1.00,4,0,,
1386,Stage3,39.19,16.14,16.14,16.13,,,,,4,0,32,
1386,Stage3_PowerOpt,39.19,16.14,16.14,,16.13,,"56.53,6.62,0.75,0.04,0.01",1.00,4,0,32,
1386,Stage4,39.19,16.14,16.14,,16.13,8.07;10.62;11.33;11.85;12.26;12.60;12.89;13.13;13.32;13.46;13.58;13.69;13.80;13.91;14.02;14.13;14.23;14.31;14.38;14.44;14.51;14.57;14.64;14.72;14.78;14.84;14.89;14.93;14.98;15.02;15.08;15.13;15.18;15.22;15.26;15.30;15.33,,,4,0,32,"32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32"
1387,Stage1,37.25,,,,,,,,4,,,
1387,Stage2,37.25,16.33,,,,,,,4,0,,
1387,PowerOpt,37.25,16.33,16.33,,,,"162.36,78.96,13.65,0.66,0.12,0.04,0.03,0.02,0.02,0.02,0.01,0.01,0.01",1.00,4,0,,
1387,Stage3,37.25,16.33,16.33,16.33,,,,,4,0,32,
1387,Stage3_PowerOpt,37.25,16.33,16.33,,16.33,,"40.62,19.76,3.41,0.17",1.00,4,0,32,
1387,Stage4,37.25,16.33,16.33,,16.33,8.11;10.70;11.47;12.02;12.45;12.80;13.09;13.33;13.51;13.65;13.77;13.88;13.99;14.10;14.22;14.33;14.42;14.50;14.57;14.63;14.70;14.77;14.84;14.91;14.98;15.03;15.08;15.12;15.17;15.22;15.27;15.33;15.38;15.42;15.45;15.49;15.53,,,4,0,32,"32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32"
1388,Stage1,42.05,,,,,,,,"0,5",,,
1388,Stage2,42.05,25.47,,,,,,,"0,5",0,,
1388,PowerOpt,42.05,25.47,25.47,,,,"188.92,58.71,3.71,1.94,1.21,0.24,0.18,0.18,0.16,0.16,0.12,0.09,0.05,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.01,0.01","1.98,0.02","0,5",0,,
1388,Stage3,42.05,25.47,25.47,24.19,,,,,"0,5",0,24,
1388,Stage3_PowerOpt,42.05,25.47,25.47,,24.19,,"47.53,14.79,0.93,0.49,0.06,0.04,0.03,0.03,0.02,0.02,0.01","1.99,0.01","0,5",0,24,
1388,Stage4,42.05,25.47,25.47,,24.19,6.91;12.38;14.07;15.29;16.22;16.95;17.58;18.15;18.50;18.79;19.02;19.24;19.45;19.67;19.90;20.16;20.35;20.51;20.63;20.76;20.88;21.00;21.14;21.30;21.43;21.54;21.63;21.72;21.81;21.90;22.00;22.11;22.21;22.30;22.37;22.44;22.51;22.58;22.66;22.75;22.84;22.91;22.97;23.03,,,"0,5",0,24,"24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24"
1389,Stage1,40.02,,,,,,,,"0,5,13",,,
1389,Stage2,40.02,31.74,,,,,,,"0,5,13",0,,
1389,PowerOpt,40.02,31.74,31.73,,,,"163.45,69.41,17.88,1.86,1.09,1.08,0.52,0.18,0.09,0.07,0.06,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01","2.97,0.02,0.01","0,5,13",0,,
1389,Stage3,40.02,31.74,31.73,28.68,,,,,"0,5,13",0,"24,16,24,16,16",
1389,Stage3_PowerOpt,40.02,31.74,31.73,,28.68,,"40.90,17.43,4.55,0.48,0.28,0.14,0.12,0.02,0.01","2.98,0.02,0.01","0,5,13",0,"24,16,24,16,16",
1389,Stage4,40.02,31.74,31.73,,28.68,8.21;11.93;13.91;15.43;16.62;17.64;18.56;19.48;20.11;20.53;20.87;21.20;21.52;21.85;22.19;22.54;22.86;23.17;23.37;23.55;23.77;23.96;24.17;24.39;24.61;24.79;24.90;25.07;25.25;25.39;25.52;25.69;25.85;26.00;26.14;26.26;26.37;26.49;26.59;26.73;26.81;26.94;27.02;27.08;27.16;27.25,,,"0,5,13",0,"24,16,24,16,16","16,24,24,24,24,24,16,24,16,24,16,24,16,24,24,24,24,16,24,24,16,24,24,24,16,24,24,16,24,16,24,16,24,16,16,16,16,24,16,24,16,16,24,24,24,16"
1390,Stage1,36.65,,,,,,,,"4,9,0",,,
1390,Stage2,36.65,31.08,,,,,,,"4,9,0",0,,
1390,PowerOpt,36.65,31.08,31.08,,,,"185.56,56.58,9.40,2.29,1.17,0.50,0.30,0.07,0.03,0.02","2.97,0.02,0.01","4,9,0",0,,
1390,Stage3,36.65,31.08,31.08,28.31,,,,,"4,9,0",0,"16,24",
1390,Stage3_PowerOpt,36.65,31.08,31.08,,28.31,,"46.70,14.18,2.26,0.57,0.12,0.11,0.03,0.02","2.98,0.02,0.01","4,9,0",0,"16,24",
